Portaria,Grupo,Classe,Ordem,Familia,Espécie,Nome,Categoria
444,Anfíbios,Amphibia,Anura,Aromobatidae,"Allobates brunneus (Cope, 1887)",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Aromobatidae,"Allobates goianus (Bokermann, 1975)",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Aromobatidae,"Allobates olfersioides (A. Lutz, 1925)",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Brachycephalidae,"Brachycephalus pernix Pombal, Wistuba & Bornschein, 1998",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Brachycephalidae,"Ischnocnema manezinho (Garcia, 1996)",Rãzinha-do-folhiço-da-ilha,VU
444,Anfíbios,Amphibia,Anura,Bufonidae,"Melanophryniscus admirabilis Di Bernardo, Maneyro & Grillo, 2006",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Bufonidae,"Melanophryniscus cambaraensis Braun & Braun, 1979",Sapinho-verde-de-barriga-vermelha,VU
444,Anfíbios,Amphibia,Anura,Bufonidae,"Melanophryniscus dorsalis (Mertens, 1933)","Flamenguinho, Sapinho-da-barriga-vermelha",VU
444,Anfíbios,Amphibia,Anura,Bufonidae,"Melanophryniscus macrogranulosus Braun, 1973",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Bufonidae,"Melanophryniscus setiba Peloso, Faivovich, Grant, Gasparini & Haddad, 2012",Sapinho-da-restinga,CR
444,Anfíbios,Amphibia,Anura,Craugastoridae,"Holoaden bradei B. Lutz, 1958",Rãzinha-verrugosa-da-serra-de-brade,CR
444,Anfíbios,Amphibia,Anura,Craugastoridae,"Holoaden luederwaldti Miranda-Ribeiro, 1920",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Cycloramphidae,"Cycloramphus diringshofeni Bokermann, 1957",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Cycloramphidae,"Cycloramphus faustoi Brasileiro, Haddad, Sawaya & Sazima, 2007",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Cycloramphidae,"Cycloramphus ohausi (Wandolleck, 1907)",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Cycloramphidae,"Thoropa petropolitana (Wandolleck, 1907)",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Cycloramphidae,"Thoropa saxatilis Crocoft & Heyer, 1988",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Eleutherodactylidae,"Adelophryne maranguapensis Hoogmoed, Borges, & Cascon, 1994",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Hylidae,"Agalychnis granulosa (Cruz, 1989)",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Hylidae,"Aparasphenodon pomba Assis, Santana, Silva, Quintela & Feio, 2013",Perereca,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Bokermannohyla vulcaniae (Vasconcelos & Giaretta, 2005)",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Hypsiboas curupi Garcia, Faivovichi & Haddad, 2007",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Hylidae,"Hypsiboas cymbalum (Bokerman, 1963)",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Hypsiboas semiguttatus (A. Lutz, 1925)",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Hylidae,"Phyllodytes gyrinaethes Peixoto, Caramaschi & Freire, 2003",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Scinax alcatraz (B. Lutz, 1973)",Perereca-de-Alcatraz,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Scinax duartei (B. Lutz, 1951)",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Hylidae,"Scinax faivovichi Brasileiro, Oyamaguchi & Haddad, 2007",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Hylidae,"Scinax peixotoi Brasileiro, Haddad, Sawaya & Martins, 2007",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Hylidae,"Xenohyla truncata (Izecksohn, 1959)",Perereca-frugívora,EN
444,Anfíbios,Amphibia,Anura,Hylodidae,"Crossodactylus dantei Carcerelli & Caramaschi, 1993",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Hylodidae,"Crossodactylus lutzorum Carcerelli & Caramaschi, 1993",Desconhecido,CR
444,Anfíbios,Amphibia,Anura,Leptodactylidae,"Paratelmatobius lutzii Lutz & Carvalho, 1958",Rãzinha-de-barriga-colorida,CR
444,Anfíbios,Amphibia,Anura,Leptodactylidae,"Physalaemus caete Pombal & Madureira, 1997",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Leptodactylidae,"Physalaemus maximus Feio, Pombal, & Caramaschi, 1999",Desconhecido,VU
444,Anfíbios,Amphibia,Anura,Leptodactylidae,"Physalaemus soaresi Izecksohn, 1965",Rãzinha,CR
444,Anfíbios,Amphibia,Anura,Microhylidae,"Chiasmocleis alagoanus Cruz, Caramaschi & Freire, 1999",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Odontophrynidae,"Proceratophrys moratoi (Jim & Caramaschi, 1980)",Desconhecido,EN
444,Anfíbios,Amphibia,Anura,Odontophrynidae,"Proceratophrys palustris Giaretta & Sazima, 1993",Sapo,CR
444,Anfíbios,Amphibia,Anura,Odontophrynidae,"Proceratophrys sanctaritae Cruz & Napoli, 2010",Sapofolha,CR
444,Anfíbios,Amphibia,Caudata,Plethodontidae,"Bolitoglossa paraensis (Unterstein, 1930)",Salamandra,EN
444,Aves,Aves,Accipitriformes,Accipitridae,"Amadonastur lacernulatus (Temminck, 1827)",Gavião-pombo-pequeno,VU
444,Aves,Aves,Accipitriformes,Accipitridae,"Leptodon forbesi (Swann, 1922)",Gavião-de-pescoço-branco,EN
444,Aves,Aves,Accipitriformes,Accipitridae,"Urubitinga coronata (Vieillot, 1817)",Águia-cinzenta,EN
444,Aves,Aves,Accipitriformes,Accipitridae,"Circus cinereus Vieillot, 1816",Gavião-cinza,VU
444,Aves,aves,Accipitriformes,Accipitridae,"Harpia harpyja (Linnaeus, 1758)",gavião-real,VU
444,Aves,aves,Accipitriformes,Accipitridae,"Morphnus guianensis (Daudin, 1800)",uiraçu-falso,VU
444,Aves,Aves,Anseriformes,Anatidae,"Mergus octosetaceus Vieillot, 1817",Pato-mergulhão,CR
444,Aves,Aves,Apodiformes,Trochilidae,"Discosura langsdorffi langsdorffi (Temminck, 1821)",Rabo-de-espinho,EN
444,Aves,Aves,Apodiformes,Trochilidae,"Glaucis dohrnii (Bourcier & Mulsant, 1852)",Balança-rabo-canela,EN
444,Aves,Aves,Apodiformes,Trochilidae,"Lophornis gouldii (Lesson, 1832)",Topetinho-do-brasil-central,VU
444,Aves,Aves,Apodiformes,Trochilidae,"Phaethornis aethopygus Zimmer, 1950",Rabo-branco-de-garganta-escura,VU
444,Aves,Aves,Apodiformes,Trochilidae,"Phaethornis bourcieri major Hinkelmann, 1989",Rabo-branco-de-bico-reto,VU
444,Aves,Aves,Apodiformes,Trochilidae,"Phaethornis margarettae camargoi (Grantsau, 1988)",Rabo-branco-de-margarette,CR
444,Aves,Aves,Apodiformes,Trochilidae,"Phaethornis margarettae Ruschi, 1972",Rabo-branco-de-margarette,EN
444,Aves,Aves,Apodiformes,Trochilidae,"Thalurania watertonii (Bourcier, 1847)",Beija-flor-de-costas-violetas,EN
444,Aves,Aves,Apodiformes,Trochilidae,"Augastes lumachella (Lesson, 1838)",Beija-flor-de-gravata-vermelha,EN
444,Aves,Aves,Caprimulgiformes,Caprimulgidae,"Hydropsalis candicans (Pelzeln, 1867)",Bacurau-de-rabo-branco,VU
444,Aves,Aves,Charadriiformes,Charadriidae,"Charadrius wilsonia Ord, 1814",Batuíra-bicuda,VU
444,Aves,Aves,Charadriiformes,Scolopacidae,"Calidris canutus (Linnaeus, 1758)",Maçarico-de-papo-vermelho,CR
444,Aves,Aves,Charadriiformes,Scolopacidae,"Calidris pusilla (Linnaeus, 1766)",Maçarico-rasteirinho,EN
444,Aves,Aves,Charadriiformes,Scolopacidae,"Calidris subruficollis (Vieillot, 1819)",Maçarico-acanelado,VU
444,Aves,Aves,Charadriiformes,Scolopacidae,"Limnodromus griseus (Gmelin, 1789)",Maçarico-de-costas-brancas,CR
444,Aves,Aves,Charadriiformes,Sternidae,"Sterna dougallii Montagu, 1813",Trinta-réis-róseo,VU
444,Aves,Aves,Charadriiformes,Sternidae,"Sterna hirundinacea Lesson, 1831",Trinta-réis-de-bico-vermelho,VU
444,Aves,Aves,Charadriiformes,Sternidae,"Thalasseus maximus (Boddaert, 1783)",Trinta-réis-real,EN
444,Aves,Aves,Columbiformes,Columbidae,"Claravis geoffroyi (Temminck, 1811)",Pararu-espelho,CR
444,Aves,Aves,Columbiformes,Columbidae,"Columbina cyanopis (Pelzeln, 1870)",Rolinha-do-planalto,CR
444,Aves,Aves,Coraciiformes,Momotidae,"Momotus momota marcgraviana Pinto & Camargo, 1961",Udu-de-coroa-azul-do-nordeste,EN
444,Aves,Aves,Cuculiformes,Cuculidae,"Neomorphus geoffroyi (Temminck, 1820)",Jacu-estalo,VU
444,Aves,Aves,Cuculiformes,Cuculidae,"Neomorphus geoffroyi amazonicus Pinto, 1964",Jacu-estalo,VU
444,Aves,Aves,Cuculiformes,Cuculidae,"Neomorphus geoffroyi dulcis Snethlage, 1927",Jacu-estalo,CR
444,Aves,Aves,Cuculiformes,Cuculidae,"Neomorphus geoffroyi geoffroyi (Temminck, 1820)",Jacu-estalo,CR
444,Aves,Aves,Cuculiformes,Cuculidae,"Neomorphus squamiger Todd, 1925",Jacu-estalo-escamoso,VU
444,Aves,Aves,Galbuliformes,Bucconidae,"Monasa morphoeus morphoeus (Hahn & Küster, 1823)",Chora-chuva-de-cara-branca,EN
444,Aves,Aves,Galliformes,Cracidae,"Aburria jacutinga (Spix, 1825)",Jacutinga,EN
444,Aves,Aves,Galliformes,Cracidae,"Crax blumenbachii Spix, 1825",Mutum-de-bico-vermelho,CR
444,Aves,Aves,Galliformes,Cracidae,"Crax fasciolata pinima Pelzeln, 1870",Mutum-pinima,CR
444,Aves,Aves,Galliformes,Cracidae,"Crax globulosa Spix, 1825",Mutum-de-fava,EN
444,Aves,Aves,Galliformes,Cracidae,"Ortalis guttata remota Pinto, 1960",Aracuã,CR
444,Aves,Aves,Galliformes,Cracidae,"Pauxi mitu (Linnaeus, 1766)",Mutum-do-nordeste,EW
444,Aves,Aves,Galliformes,Cracidae,"Penelope jacucaca Spix, 1825",Jacucaca,VU
444,Aves,Aves,Galliformes,Cracidae,"Penelope ochrogaster Pelzeln, 1870",Jacu-de-barriga-castanha,VU
444,Aves,Aves,Galliformes,Cracidae,"Penelope pileata Wagler, 1830",Jacupiranga,VU
444,Aves,Aves,Galliformes,Cracidae,"Penelope superciliaris alagoensis Nardelli, 1993",Jacupemba,CR
444,Aves,Aves,Galliformes,Odontophoridae,"Odontophorus capueira plumbeicollis Cory, 1915",Uru,CR
444,Aves,Aves,Gruiformes,Psophiidae,"Psophia dextralis Conover, 1934",Jacamim-de-costas-marrons,VU
444,Aves,aves,Gruiformes,Psophiidae,"Psophia interjecta Griscom & Greenway, 1937",jacamim-do-xingu,VU
444,Aves,Aves,Gruiformes,Psophiidae,"Psophia obscura Pelzeln, 1857",Jacamim-de-costas-escuras,CR
444,Aves,Aves,Gruiformes,Rallidae,"Porzana spiloptera Durnford, 1877",Sanã-cinza,EN
444,Aves,Aves,Nyctibiiformes,Nyctibiidae,"Nyctibius aethereus aethereus (Wied, 1820)",Mãe-da-lua-parda,EN
444,Aves,Aves,Nyctibiiformes,Nyctibiidae,"Nyctibius leucopterus (Wied, 1821)",Urutau-de-asa-branca,CR
444,Aves,Aves,Passeriformes,Cardinalidae,"Caryothraustes canadensis frontalis (Hellmayr, 1905)",Furriel,EN
444,Aves,Aves,Passeriformes,Conopophagidae,"Conopophaga lineata cearae Cory, 1916",Chupa-dente,EN
444,Aves,Aves,Passeriformes,Conopophagidae,"Conopophaga lineata lineata Wied, 1831",Chupa-dente,VU
444,Aves,Aves,Passeriformes,Conopophagidae,"Conopophaga melanops nigrifrons Pinto, 1954",Cuspidor-de-máscara-preta,VU
444,Aves,Aves,Passeriformes,Corvidae,"Cyanocorax hafferi Cohn-Haft, Santos-Júnior, Fernandes & Ribas, 2013",Cancão-da-campina,VU
444,Aves,Aves,Passeriformes,Cotingidae,"Carpornis melanocephala (Wied, 1820)",Sabiá-pimenta,VU
444,Aves,Aves,Passeriformes,Cotingidae,"Cotinga maculata (Statius Muller, 1776)",Crejoá,CR
444,Aves,Aves,Passeriformes,Cotingidae,"Procnias albus wallacei Oren & Novaes, 1985",Araponga-da-amazônia,VU
444,Aves,Aves,Passeriformes,Cotingidae,"Tijuca condita Snow, 1980",Saudade-de-asa-cinza,VU
444,Aves,Aves,Passeriformes,Cotingidae,"Xipholena atropurpurea (Wied, 1820)",Anambé-de-asa-branca,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Campylorhamphus cardosoi Portes, Aleixo, Zimmer, Whittaker, Weckstein, Gonzaga, Ribas, Bates & Lees, 2013",Arapaçu-do-tapajós,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Campylorhamphus multostriatus (Snethlage, 1907)",Arapaçu-de-bico-curvo-do-xingu,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Campylorhamphus trochilirostris trochilirostris (Lichtenstein, 1820)",Arapaçu-beija-flor,EN
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrexetastes rufigula paraensis Lorenz, 1895",Arapaçu-canela-de-belém,EN
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrocincla merula badia Zimmer, 1934",Arapaçu-da-taoca,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrocincla taunayi Pinto, 1939",Arapaçu-pardo-do-nordeste,EN
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrocolaptes medius Todd, 1920",Arapaçu-barrado-do-leste,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrocolaptes picumnus transfasciatus Todd, 1925",Arapaçu-meio-barrado,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Dendrocolaptes retentus Batista, Aleixo, Vallinoto, Azevedo, Rêgo, Silveira, Sampaio & Schneider, 2013",Arapaçu-barrado-do-xingu,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Hylexetastes brigidai Silva, Novaes & Oren, 1996",Arapaçu-de-loro-cinza,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Lepidocolaptes wagleri (Spix, 1824)",Arapaçu-de-wagler,EN
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Xiphocolaptes carajaensis Silva, Novaes & Oren, 2002",Arapaçu-do-carajás,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Xiphocolaptes falcirostris (Spix, 1824)",Arapaçu-do-nordeste,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,"Xiphorhynchus atlanticus (Cory, 1916)",Arapaçu-rajado-do-nordeste,VU
444,Aves,Aves,Passeriformes,Dendrocolaptidae,Xiphorhynchus guttatus gracilirostris Pinto & Camargo 1957,Arapaçu-de-garganta-amarela,EN
444,Aves,Aves,Passeriformes,Formicariidae,"Chamaeza nobilis fulvipectus Todd, 1927",Tovaca-estriada,VU
444,Aves,Aves,Passeriformes,Fringilidae,"Sporagra yarrellii (Audubon, 1839)",Pintassilgo-do-nordeste,VU
444,Aves,Aves,Passeriformes,Furnariidae,"Acrobatornis fonsecai Pacheco, Whitney & Gonzaga, 1996",Acrobata,VU
444,Aves,Aves,Passeriformes,Furnariidae,"Asthenes hudsoni (Sclater, 1874)",João-platino,VU
444,Aves,Aves,Passeriformes,Furnariidae,"Automolus lammi Zimmer, 1947",Barranqueiro-do-nordeste,EN
444,Aves,aves,Passeriformes,Furnariidae,"Cinclodes espinhacensis Freitas, Chaves, Costa, Santos & Rodrigues, 2012",pedreiro-do-espinhaço,EN
444,Aves,Aves,Passeriformes,Furnariidae,"Coryphistera alaudina Burmeister, 1860",Corredor-crestudo,CR
444,Aves,Aves,Passeriformes,Furnariidae,"Cranioleuca muelleri (Hellmayr, 1911)",João-escamoso,VU
444,Aves,Aves,Passeriformes,Furnariidae,"Leptasthenura platensis Reichenbach, 1853",Rabudinho,CR
444,Aves,Aves,Passeriformes,Furnariidae,"Pseudoseisura lophotes (Reichenbach, 1853)",Coperete,VU
444,Aves,Aves,Passeriformes,Furnariidae,"Synallaxis infuscata Pinto, 1950",Tatac,EN
444,Aves,Aves,Passeriformes,Furnariidae,"Synallaxis kollari Pelzeln, 1856",João-de-barba-grisalho,EN
444,Aves,Aves,Passeriformes,Furnariidae,"Thripophaga macroura (Wied, 1821)",Rabo-amarelo,VU
444,Aves,Aves,Passeriformes,Grallariidae,"Grallaria varia distincta Todd, 1927",Tovacuçu,VU
444,Aves,Aves,Passeriformes,Grallariidae,"Grallaria varia intercedens Berlepsch & Leverkühn, 1890",Tovacuçu,VU
444,Aves,Aves,Passeriformes,Grallariidae,"Hylopezus paraensis Snethlage, 1910",Torom-do-pará,VU
444,Aves,Aves,Passeriformes,Icteridae,"Curaeus forbesi (Sclater, 1886)",Anumará,VU
444,Aves,Aves,Passeriformes,Icteridae,"Xanthopsar flavus (Gmelin, 1788)",Veste-amarela,VU
444,Aves,Aves,Passeriformes,Motacillidae,"Anthus nattereri Sclater, 1878",Caminheiro-grande,VU
444,Aves,Aves,Passeriformes,Passerelidae,"Arremonops conirostris (Bonaparte, 1850)",Tico-tico-cantor,VU
444,Aves,Aves,Passeriformes,Pipridae,"Antilophia bokermanni Coelho & Silva, 1998",Soldadinho-do-araripe,CR
444,Aves,Aves,Passeriformes,Pipridae,"Lepidothrix iris (Schinz, 1851)",Cabeça-de-prata,EN
444,Aves,Aves,Passeriformes,Pipridae,"Lepidothrix iris iris (Schinz, 1851)",Cabeça-de-prata,EN
444,Aves,Aves,Passeriformes,Pipridae,"Lepidothrix vilasboasi (Sick, 1959)",Dançador-de-coroa-dourada,VU
444,Aves,Aves,Passeriformes,Pipridae,"Neopelma aurifrons (Wied, 1831)",Fruxu-baiano,EN
444,Aves,Aves,Passeriformes,Pipritidae,"Piprites chloris grisescens Novaes, 1964",Papinho-amarelo,VU
444,Aves,Aves,Passeriformes,Platyrinchidae,"Calyptura cristata (Vieillot, 1818)",Tietê-de-coroa,CR
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Eleoscytalopus psychopompus (Teixeira & Carnevalli, 1989)",Macuquinho-baiano,EN
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Merulaxis stresemanni Sick, 1960",Entufado-baiano,CR
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Scytalopus diamantinensis Bornschein, Maurício, Belmonte-Lopes, Mata & Bonato, 2007",Tapaculo-da-chapada-diamantina,EN
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Scytalopus gonzagai Maurício, Belmonte-Lopes, Pacheco, Silveira, Whitney & Bornschein 2014",NA,EN
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Scytalopus iraiensis Bornschein, Reinert & Pichorim, 1998",Macuquinho-da-várzea,EN
444,Aves,Aves,Passeriformes,Rhinocryptidae,"Scytalopus novacapitalis Sick, 1958",Tapaculo-de-brasília,EN
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Hemitriccus furcatus (Lafresnaye, 1846)",Papa-moscas-estrela,VU
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Hemitriccus griseipectus naumburgae (Zimmer, 1945)",Maria-de-barriga-branca,VU
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Hemitriccus kaempferi (Zimmer, 1953)",Maria-catarinense,VU
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Hemitriccus mirandae (Snethlage, 1925)",Maria-do-nordeste,VU
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Phylloscartes beckeri Gonzaga & Pacheco, 1995",Borboletinha-baiana,EN
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Phylloscartes ceciliae Teixeira, 1987",Cara-pintada,CR
444,Aves,Aves,Passeriformes,Rhynchocyclidae,"Phylloscartes roquettei Snethlage, 1928",Cara-dourada,EN
444,Aves,Aves,Passeriformes,Scleruridae,"Geositta poeciloptera (Wied, 1830)",Andarilho,EN
444,Aves,Aves,Passeriformes,Scleruridae,"Sclerurus caudacutus caligineus Pinto, 1954",Vira-folha-pardo,CR
444,Aves,Aves,Passeriformes,Scleruridae,"Sclerurus caudacutus umbretta (Lichtenstein, 1823)",Vira-folha-pardo,CR
444,Aves,Aves,Passeriformes,Scleruridae,"Sclerurus cearensis Snethlage, 1924",Vira-folhas-cearense,VU
444,Aves,Aves,Passeriformes,Scleruridae,"Sclerurus macconnelli bahiae Chubb, 1919",Vira-folha-de-peito-vermelho,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Cercomacra ferdinandi Snethlage, 1928",Chororó-de-goiás,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Dysithamnus plumbeus (Wied, 1831)",Choquinha-chumbo,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Formicivora erythronotos Hartlaub, 1852",Formigueiro-de-cabeça-negra,CR
444,Aves,Aves,Passeriformes,Thamnophilidae,"Formicivora grantsaui Gonzaga, Carvalhaes & Buzzetti, 2007",Papa-formiga-do-sincorá,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Formicivora littoralis Gonzaga & Pacheco, 1990",Formigueiro-do-litoral,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Formicivora paludicola Buzzetti, Belmontes-Lopes, Reinert, Silveira & Bornschein, 2013",Bicudinho-do-brejo-paulista,CR
444,Aves,Aves,Passeriformes,Thamnophilidae,"Herpsilochmus pileatus (Lichtenstein, 1823)",Chorozinho-de-boné,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Hypocnemis ochrogyna Zimmer, 1932",Cantador-ocráceo,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmoderus ruficaudus (Wied, 1831)",Formigueiro-de-cauda-ruiva,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmotherula fluminensis Gonzaga, 1988",Choquinha-fluminense,CR
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmotherula klagesi Todd, 1927",Choquinha-do-tapajós,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmotherula minor Salvadori, 1864",Choquinha-pequena,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmotherula snowi Teixeira & Gonzaga, 1985",Choquinha-de-alagoas,CR
444,Aves,Aves,Passeriformes,Thamnophilidae,"Myrmotherula urosticta (Sclater, 1857)",Choquinha-de-rabo-cintado,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Phlegopsis nigromaculata confinis Zimmer, 1932",Mãe-de-taoca,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Phlegopsis nigromaculata paraensis Hellmayr, 1904",Mãe-de-taoca,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Pyriglena atra (Swainson, 1825)",Papa-taoca-da-bahia,EN
444,Aves,aves,Passeriformes,Thamnophilidae,"Pyriglena pernambucensis Zimmer,1931",papa-taoca-de-pernambuco,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Rhegmatorhina gymnops Ridgway, 1888",Mãe-de-taoca-de-cara-branca,VU
444,Aves,Aves,Passeriformes,Thamnophilidae,"Rhopornis ardesiacus (Wied, 1831)",Gravatazeiro,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Stymphalornis acutirostris Bornschein, Reinert & Teixeira, 1995",Bicudinho-do-brejo,EN
444,Aves,Aves,Passeriformes,Thamnophilidae,"Terenura sicki Teixeira & Gonzaga, 1983",Zidedê-do-nordeste,CR
