Portaria,Grupo,Classe,Ordem,Familia,Espécie,Nome,Categoria
444,Mamíferos,Mammalia,Carnivora,Felidae,"Puma yagouarondi (É. Geoffroy, 1803)",Jaguarundi,VU
444,Mamíferos,Mammalia,Carnivora,Mustelidae,"Pteronura brasiliensis (Gmelin, 1788)",Ariranha,VU
444,Mamíferos,Mammalia,Cetacea,Balaenidae,"Eubalaena australis (Desmoulins, 1822)",Baleia-franca-do-sul,EN
444,Mamíferos,Mammalia,Cetacea,Balaenopteridae,"Balaenoptera borealis Lesson, 1828",Baleia-sei,EN
444,Mamíferos,Mammalia,Cetacea,Balaenopteridae,"Balaenoptera musculus (Linnaeus, 1758)",Baleia-azul,CR
444,Mamíferos,Mammalia,Cetacea,Balaenopteridae,"Balaenoptera physalus (Linnaeus, 1758)",Baleia-fin,EN
444,Mamíferos,Mammalia,Cetacea,Delphinidae,"Sotalia guianensis (Van Beneden, 1864)",Boto-cinza,VU
444,Mamíferos,Mammalia,Cetacea,Iniidae,"Inia geoffrensis (de Blainville, 1817)",Boto-cor-de-rosa,EN
444,Mamíferos,Mammalia,Cetacea,Physeteridae,"Physeter macrocephalus Linnaeus, 1758",Cachalote,VU
444,Mamíferos,Mammalia,Cetacea,Pontoporiidae,"Pontoporia blainvillei (Gervais & d'Orbigny, 1844)",Toninha,CR
444,Mamíferos,Mammalia,Chiroptera,Furipteridae,"Furipterus horrens (F. Cuvier, 1828)",Morcego,VU
444,Mamíferos,Mammalia,Chiroptera,Natalidae,"Natalus macrourus (Gervais, 1856)",Morcego,VU
444,Mamíferos,Mammalia,Chiroptera,Phyllostomidae,"Glyphonycteris behnii (Peters, 1865)",Morcego,VU
444,Mamíferos,Mammalia,Chiroptera,Phyllostomidae,"Lonchophylla dekeyseri Taddei, Vizotto & Sazima, 1983",Morceguinho-do-cerrado,EN
444,Mamíferos,Mammalia,Chiroptera,Phyllostomidae,"Lonchorhina aurita Tomes, 1863",Morcego,VU
444,Mamíferos,Mammalia,Chiroptera,Phyllostomidae,"Xeronycteris vieirai Gregorin & Ditchfield, 2005",Morcego,VU
444,Mamíferos,Mammalia,Chiroptera,Vespertilionidae,"Eptesicus taddeii Miranda, Bernardi & Passos, 2006",Morcego,VU
444,Mamíferos,Mammalia,Cingulata,Dasypodidae,"Priodontes maximus (Kerr, 1792)",Tatu-canastra,VU
444,Mamíferos,Mammalia,Cingulata,Dasypodidae,"Tolypeutes tricinctus (Linnaeus, 1758)",Tatu-bola,EN
444,Mamíferos,Mammalia,Didelphimorphia,Didelphidae,"Caluromysiops irrupta Sanborn, 1951",Cuíca-de-colete,CR
444,Mamíferos,Mammalia,Didelphimorphia,Didelphidae,"Marmosops paulensis (Tate, 1931)",Cuíca,VU
444,Mamíferos,Mammalia,Didelphimorphia,Didelphidae,"Thylamys macrurus (Olfers, 1818)",Catita,EN
444,Mamíferos,Mammalia,Didelphimorphia,Didelphidae,"Thylamys velutinus (Wagner, 1842)",Catita,VU
444,Mamíferos,Mammalia,Perissodactyla,Tapiriidae,"Tapirus terrestris (Linnaeus, 1758)",Anta,VU
444,Mamíferos,Mammalia,Pilosa,Bradypodidae,"Bradypus torquatus Illiger, 1811",Preguiça-de-coleira,VU
444,Mamíferos,Mammalia,Pilosa,Myrmecophagidae,"Myrmecophaga tridactyla Linnaeus, 1758",Tamanduá-bandeira,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Alouatta belzebul (Linnaeus, 1766)",Guariba-de-mãos-ruivas,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Alouatta discolor (Spix, 1823)",Guariba-de-mãos-ruivas,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Alouatta guariba clamitans Cabrera, 1940",Bugio-ruivo,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Alouatta guariba guariba (Humboldt, 1812)",Bugio-marrom,CR
444,Mamíferos,Mammalia,Primates,Atelidae,"Alouatta ululata Elliot, 1912",Guariba,EN
444,Mamíferos,Mammalia,Primates,Atelidae,"Ateles belzebuth É. Geoffroy, 1806",Macaco-aranha,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Ateles chamek (Humboldt, 1812)",Macaco-aranha-de-cara-preta,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Ateles marginatus (É. Geoffroy, 1809)",Coatá-da-testa-branca,EN
444,Mamíferos,Mammalia,Primates,Atelidae,"Brachyteles arachnoides (É. Geoffroy, 1806)",Muriqui-do-sul,EN
444,Mamíferos,Mammalia,Primates,Atelidae,"Brachyteles hypoxanthus (Khul, 1820)",Muriqui-do-norte,CR
444,Mamíferos,Mammalia,Primates,Atelidae,"Lagothrix cana cana (É. Geoffroy in Humboldt, 1812)",Macaco-barrigudo,EN
444,Mamíferos,Mammalia,Primates,Atelidae,"Lagothrix lagothricha (Humboldt, 1812)",Macaco-barrigudo,VU
444,Mamíferos,Mammalia,Primates,Atelidae,"Lagothrix poeppigii Schinz, 1844",Macaco-barrigudo,VU
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Callithrix aurita (É. Geoffroy in Humboldt, 1812)",Sagui-da-serra-escuro,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Callithrix flaviceps (Thomas, 1903)",Sagui-da-serra-claro,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Leontopithecus caissara Lorini & Persson, 1990",Mico-leão-da-cara-preta,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Leontopithecus chrysomelas (Kuhl, 1820)",Mico-leão-da-cara-dourada,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Leontopithecus chrysopygus (Mikan, 1823)",Mico-leão-preto,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Leontopithecus rosalia (Linnaeus, 1766)",Mico-leão-dourado,EN
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Mico rondoni Ferrari, Sena, Schneider & Silva Jr., 2010",Mico-de-rondônia,VU
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Saguinus bicolor (Spix, 1823)",Sauim-de-coleira,CR
444,Mamíferos,Mammalia,Primates,Callitrichidae,"Saguinus niger (É. Geoffroy, 1803)",Sagui-una,VU
444,Mamíferos,Mammalia,Primates,Cebidae,"Cebus kaapori Queiroz, 1992",Caiarara,CR
444,Mamíferos,Mammalia,Primates,Cebidae,"Saimiri vanzolinii Ayres, 1985",Macaco-de-cheiro,VU
444,Mamíferos,Mammalia,Primates,Cebidae,"Sapajus cay (Illiger, 1815)",Macaco-prego,VU
444,Mamíferos,Mammalia,Primates,Cebidae,"Sapajus flavius (Schreber, 1774)",Macaco-prego-galego,EN
444,Mamíferos,Mammalia,Primates,Cebidae,"Sapajus robustus (Kuhl, 1820)",Macaco-prego-de crista,EN
444,Mamíferos,Mammalia,Primates,Cebidae,"Sapajus xanthosternos (Wied-Neuwied, 1826)",Macaco-prego-do-peito-amarelo,EN
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Cacajao hosomi Boubli, da Silva, Amado, Herbk, Pontual & Farias, 2008",Uacari,EN
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Callicebus barbarabrownae Hershkovitz, 1990",Guigó-da-caatinga,CR
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Callicebus coimbrai Kobayashi & Langguth, 1999",Guigó,EN
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Callicebus melanochir Wied-Neuwied, 1820",Guigó,VU
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Callicebus personatus (É. Geoffroy, 1812)",Sauá-de-cara-preta,VU
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Chiropotes satanas (Hoffmannsegg, 1807)",Cuxiú-preto,CR
444,Mamíferos,Mammalia,Primates,Pitheciidae,"Chiropotes utahicki Hershkovitz, 1985",Cuxiú,VU
444,Mamíferos,Mammalia,Rodentia,Caviidae,"Cavia intermedia Cherem, Olimpio & Ximenez, 1999",Preá,CR
444,Mamíferos,Mammalia,Rodentia,Caviidae,"Kerodon acrobata Moojen, Locks & Langguth, 1997",Mocó,VU
444,Mamíferos,Mammalia,Rodentia,Caviidae,"Kerodon rupestris (Wied-Neuwied, 1820)",Mocó,VU
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Akodon mystax Hershkovitz, 1998",Rato-do-chão,VU
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Cerradomys goytaca Tavares, Pessôa & Gonçalves, 2011",Rato-do-chão,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Euryoryzomys lamia (Thomas, 1901)",Rato-do-mato,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Gyldenstolpia  planaltensis (Ávila-Pires, 1972)",Rato-do-mato,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Juscelinomys candango Moojen, 1965",Rato-candango,CR
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Microakodontomys transitorius Hershkovitz, 1993",Rato-do-mato,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Oligoryzomys rupestris Weksler & Bonvicino, 2005",Rato-da-árvore,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Rhipidomys cariri Tribe, 2005",Rato-da-árvore,VU
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Rhipidomys tribei  Costa,  Geise,  Pereira  & Costa, 2011",Rato-da-árvore,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Thalpomys cerradensis Hershkovitz, 1990",Rato-do-chão,VU
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Thalpomys lasiotis Thomas, 1916",Rato-do-chão,EN
444,Mamíferos,Mammalia,Rodentia,Cricetidae,"Wilfredomys oenax (Thomas, 1928)",Rato-do-mato,EN
444,Mamíferos,Mammalia,Rodentia,Ctenomyidae,"Ctenomys bicolor Waterhouse, 1848",Tuco-tuco,EN
444,Mamíferos,Mammalia,Rodentia,Ctenomyidae,"Ctenomys flamarioni Travi, 1981",Tuco-tuco,EN
444,Mamíferos,Mammalia,Rodentia,Ctenomyidae,"Ctenomys lami Freitas, 2001",Tuco-tuco,EN
444,Mamíferos,Mammalia,Rodentia,Ctenomyidae,"Ctenomys minutus Nehring, 1887",Tuco-tuco,VU
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Callistomys pictus (Pictet, 1841)",Rato-do-cacau,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Phyllomys brasiliensis Lund, 1840",Rato-da-árvore,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Phyllomys lundi Leite, 2003",Rato-da-árvore,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Phyllomys thomasi (Ihering, 1871)",Rato-da-árvore,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Phyllomys unicolor (Wagner, 1842)",Rato-da-árvore,CR
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Trinomys  moojeni (Pessôa, Oliveira & Reis, 1992)",Rato-do-espinho,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Trinomys eliasi (Pessôa & Reis, 1993)",Rato-do-espinho,VU
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Trinomys mirapitanga Lara, Patton & Hingst-Zaher, 2002",Rato-do-espinho,EN
444,Mamíferos,Mammalia,Rodentia,Echimyidae,"Trinomys yonenagae (Rocha, 1995)",Rato-do-espinho,EN
444,Mamíferos,Mammalia,Rodentia,Erethizontidae,"Chaetomys subspinosus (Olfers, 1818)",Ouriço-preto,VU
444,Mamíferos,Mammalia,Rodentia,Erethizontidae,Coendou speratus Pontes et al. 2013,Coandu-mirim,EN
444,Mamíferos,Mammalia,Sirenia,Trichechidae,"Trichechus inunguis (Natterer, 1883)",Peixe-boi-da-amazônia,VU
444,Mamíferos,Mammalia,Sirenia,Trichechidae,"Trichechus manatus Linnaeus, 1758",Peixe-boi-marinho,EN
445,Peixes continentais,Actinopterygii,Atheriniformes,Atherinopsidae,"Odontesthes bicudo Malabarba & Dyer, 2002",Peixe-rei,EN
445,Peixes continentais,Actinopterygii,Batrachoidiformes,Batrachoididae,"Potamobatrachus trispinosus Collette, 1995",Mangangá,EN
445,Peixes continentais,Actinopterygii,Characiformes,Anostomidae,"Hypomasticus thayeri (Borodin, 1929)",Timburé,EN
445,Peixes continentais,Actinopterygii,Characiformes,Anostomidae,"Leporinus guttatus Birindelli & Britski, 2009",Aracu,VU
445,Peixes continentais,Actinopterygii,Characiformes,Anostomidae,"Leporinus pitingai Santos & Jégu, 1996",Aracu,CR
445,Peixes continentais,Actinopterygii,Characiformes,Anostomidae,"Sartor tucuruiense Santos & Jégu, 1987",Aracu-boca-pra-cima,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Aphyocheirodon hemigrammus Eigenmann, 1915",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Astyanax eremus Ingenito & Duboc, 2014","Lambari, Piaba",CR
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Astyanax gymnogenys Eigenmann, 1911",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Astyanax jordanensis Vera Alcaraz, Pavanelli & Bertaco, 2009",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon devillei (Castelnau, 1855)",Piabinha,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon gouldingi Lima, 2004","Matrinxã, Piabanha",EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon insignis Steindachner, 1877",Piabanha,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon nattereri (Günther, 1864)",Pirapitinga,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon opalinus (Cuvier, 1819)",Pirapitinga,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon orbignyanus (Valenciennes, 1850)",Piracanjuba,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Brycon vermelha Lima & Castro, 2000",Vermelha,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Bryconamericus lambari Malabarba & Kindel, 1995",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Coptobrycon bilineatus (Ellis, 1911)",Piquira-de-duas-listras,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Creagrutus varii Ribeiro, Benine & Figueiredo, 2004",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Diapoma pyrrhopteryx Menezes & Weitzman, 2011",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Glandulocauda caerulea Menezes & Weitzman, 2009",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hasemania crenuchoides Zarske & Géry, 1999",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hasemania piatan Zanata & Serra, 2010",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Henochilus wheatlandii Garman, 1890",Andirá,CR
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hollandichthys taramandahy Bertaco & Malabarba, 2013",Lambari-listrado,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hyphessobrycon coelestinus Myers, 1929",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hyphessobrycon duragenys Ellis, 1911",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Hyphessobrycon flammeus Myers, 1924",Tetra-vermelho,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Kolpotocheirodon figueiredoi Malabarba, Lima & Weitzman, 2004",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Kolpotocheirodon theloura Malabarba & Weitzman, 2000",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Lepidocharax diamantina Ferreira, Menezes & Quagio-Grassioto, 2011",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Lophiobrycon weitzmani Castro, Ribeiro, Benine & Melo, 2003",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Mimagoniates lateralis (Nichols, 1913)",Lambari-azul-listrado,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Mimagoniates sylvicola Menezes & Weitzman, 1990",Piaba,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Mylesinus paucisquamatus Jégu & Santos, 1988","Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha",EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Ossubtus xinguense Jegú, 1992",Pacu-capivara,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Rachoviscus crassiceps Myers, 1926",Lambari-da-restinga,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Rachoviscus graciliceps Weitzman & Cruz, 1981",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Rhinopetitia potamorhachia Netto-Ferreira, Birindelli, Sousa & Menezes, 2014",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Spintherobolus ankoseion Weitzman & Malabarba, 1999",Lambari,VU
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Spintherobolus broccae Myers, 1925",Piaba,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Spintherobolus leptoura Weitzman & Malabarba, 1999",Lambari,EN
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Spintherobolus papilliferus Eigenmann, 1911",Lambari,CR
445,Peixes continentais,Actinopterygii,Characiformes,Characidae,"Stygichthys typhlops Brittan & Böhlke, 1965",Piaba-branca,EN
445,Peixes continentais,Actinopterygii,Characiformes,Crenuchidae,"Characidium grajahuensis Travassos, 1944",Canivete,CR
445,Peixes continentais,Actinopterygii,Characiformes,Crenuchidae,"Characidium heirmostigmata da Graça & Pavanelli, 2008",Canivete,EN
445,Peixes continentais,Actinopterygii,Characiformes,Crenuchidae,"Characidium oiticicai Travassos, 1967",Canivete,VU
445,Peixes continentais,Actinopterygii,Characiformes,Crenuchidae,"Characidium vestigipinne Buckup & Hahn, 2000",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Characiformes,Crenuchidae,"Melanocharacidium nigrum Buckup, 1993",Piaba,EN
445,Peixes continentais,Actinopterygii,Characiformes,Cynodontidae,"Roestes itupiranga Menezes & Lucena, 1998",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Characiformes,Lebiasinidae,"Lebiasina marilynae Netto-Ferreira, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Characiformes,Lebiasinidae,"Lebiasina melanoguttata Netto-Ferreira, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Characiformes,Lebiasinidae,"Lebiasina minuta Netto-Ferreira, 2012",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Characiformes,Parodontidae,"Apareiodon davisi Fowler, 1941",Peixe-rei,EN
445,Peixes continentais,Actinopterygii,Characiformes,Parodontidae,"Apareiodon vladii Pavanelli, 2006",Canivete,VU
445,Peixes continentais,Actinopterygii,Characiformes,Prochilodontidae,"Prochilodus britskii Castro, 1993",Curimatã,EN
445,Peixes continentais,Actinopterygii,Characiformes,Prochilodontidae,"Prochilodus vimboides Kner, 1859",Desconhecido,VU
445,Peixes continentais,Actinopterygii,Characiformes,Serrasalmidae,"Myleus tiete (Eigenmann & Norris, 1900)",Pacu-prata,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Anablepidae,"Jenynsia diphyes Lucinda, Ghedotti & Graça, 2006",Canivete,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Anablepidae,"Jenynsia sanctaecatarinae Ghedotti & Weitzman, 1996",Desconhecido,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Cnesterodon carnegiei Haseman, 1911",Barrigudinho,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Cnesterodon hypselurus Lucinda & Garavello, 2001",Barrigudinho,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Cnesterodon iguape Lucinda, 2005",Guarú-de-apiaí,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Cnesterodon omorgmatos Lucinda & Garavello, 2001",Barrigudinho,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Pamphorichthys pertapeh Figueiredo, 2008",Barrigudinho,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Phalloptychus eigenmanni Henn, 1916",Barrigudinho,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Phallotorynus fasciolatus Henn, 1916",Barrigudinho,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Poeciliidae,"Phallotorynus jucundus Ihering, 1930",Guaru-listrado-do-cerrado,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Anablepsoides cearensis (Costa & Vono, 2009)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Atlantirivulus lazzarotoi (Costa, 2007)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Atlantirivulus maricensis Costa, 2014",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Atlantirivulus nudiventris (Costa & Brasil, 1991)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Atlantirivulus simplicis (Costa, 2004)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias adloffi (Ahl, 1922)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias alexandri (Castello & López, 1974)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias arachan Loureiro, Azpelicueta & Garcia, 2004",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias carvalhoi (Myers, 1947)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias charrua Costa & Cheffe, 2001",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias cheradophilus (Vaz-Ferreira, Sierra de Soriano & Scaglia de Paulete, 1964)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias cyaneus (Amato, 1987)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias ibicuiensis (Costa, 1999)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias jaegari Costa & Cheffe, 2002",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias juanlangi Costa, Cheffe, Salvia & Litz, 2006",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias litzi Costa, 2006",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias luteoflammulatus (Vaz-Ferreira, Sierra de Soriano & Scaglia de Paulete, 1965)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias melanoorus (Amato, 1986)",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias minuano Costa & Cheffe, 2001",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias nachtigalli Costa & Cheffe, 2006",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias nigrofasciatus Costa & Cheffe, 2001",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias paucisquama Ferrer, Malabarba & Costa, 2008",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias periodicus (Costa, 1999)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias prognathus (Amato, 1986)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias univentripinnis Costa & Cheffe, 2005",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias varzeae Costa, Reis & Behr, 2004",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias vazferreirai (Berkenkamp, Etzel, Reichert & Salvia, 1994)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Austrolebias wolterstorffi (Ahl, 1924)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Campellolebias brucei Vaz-Ferreira & Sierra, 1974",Peixe-anual,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Campellolebias chrysolineatus Costa, Lacerda & Brasil, 1989",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Campellolebias dorsimaculatus Costa, Lacerda & Brasil, 1989",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Campellolebias intermedius Costa & de Luca, 2006",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Cynolebias griseus Costa, Lacerda & Brasil, 1990",Peixe-da-chuva,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias leptocephalus Costa & Brasil 1993,Desconhecido,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Cynopoecilus fulgens Costa, 2002",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Cynopoecilus intimus Costa, 2002",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Cynopoecilus multipapillatus Costa, 2002",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias adornatus (Costa, 2000)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias alternatus (Costa & Brasil, 1994)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias auratus (Costa & Nielsen, 2000)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias brunoi (Costa, 2003)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias carlettoi (Costa & Nielsen, 2004)",Peixe-anual,CR
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias fasciatus (Costa & Brasil, 2006)",Peixe-anual,VU
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias flammeus (Costa, 1989)",Peixe-da-chuva,EN
445,Peixes continentais,Actinopterygii,Cyprinodontiformes,Rivulidae,"Hypsolebias flavicaudatus (Costa & Brasil, 1990)",Peixe-anual,CR
