Familia,Especie,Categoria,IN608
MORACEAE,Ficus cyclophylla,VU,não
MORACEAE,Maclura brasiliensis,EN,não
MYRISTICACEAE,Iryanthera campinae,VU,não
MYRISTICACEAE,Virola bicuhyba,EN,não
MYRISTICACEAE,Virola parvifolia,VU,não
MYRISTICACEAE,Virola surinamensis,VU,não
MYRTACEAE,Accara elegans,EN,não
MYRTACEAE,Calycolpus legrandii,VU,não
MYRTACEAE,Calyptranthes fusiformis,VU,não
MYRTACEAE,Calyptranthes hatschbachii,EN,não
MYRTACEAE,Calyptranthes pileata,VU,não
MYRTACEAE,Calyptranthes restingae,VU,sim
MYRTACEAE,Campomanesia espiritosantensis,CR,não
MYRTACEAE,Campomanesia hirsuta,EN,não
MYRTACEAE,Campomanesia macrobracteolata,VU,não
MYRTACEAE,Campomanesia prosthecesepala,EN,não
MYRTACEAE,Campomanesia reitziana,VU,não
MYRTACEAE,Eugenia blanda,EN,não
MYRTACEAE,Eugenia brunoi,EN,não
MYRTACEAE,Eugenia bunchosiifolia,VU,não
MYRTACEAE,Eugenia disperma,VU,não
MYRTACEAE,Eugenia hermesiana,CR,não
MYRTACEAE,Eugenia imaruiensis,EN,não
MYRTACEAE,Eugenia itacarensis,EN,sim
MYRTACEAE,Eugenia joenssonii,VU,não
MYRTACEAE,Eugenia leonorae,EN,não
MYRTACEAE,Eugenia macrobracteolata,EN,não
MYRTACEAE,Eugenia malacantha,EN,não
MYRTACEAE,Eugenia mattosii,EN,não
MYRTACEAE,Eugenia myrciariifolia,EN,não
MYRTACEAE,Eugenia neosericea,EN,não
MYRTACEAE,Eugenia neotristis,EN,não
MYRTACEAE,Eugenia oxyoentophylla,EN,não
MYRTACEAE,Eugenia pachyclada,EN,não
MYRTACEAE,Eugenia peruibensis,EN,não
MYRTACEAE,Eugenia pruinosa,EN,não
MYRTACEAE,Eugenia pseudomalacantha,EN,não
MYRTACEAE,Eugenia reitziana,EN,não
MYRTACEAE,Eugenia rotundicosta,CR,não
MYRTACEAE,Eugenia sclerocalyx,VU,não
MYRTACEAE,Eugenia vattimoana,VU,não
MYRTACEAE,Eugenia villaenovae,EN,sim
MYRTACEAE,Marlierea krapovickae,EN,não
MYRTACEAE,Marlierea lealcostae,CR,não
MYRTACEAE,Marlierea skortzoviana,CR,não
MYRTACEAE,Myrceugenia bracteosa,EN,não
MYRTACEAE,Myrceugenia brevipedicellata,EN,não
MYRTACEAE,Myrceugenia foveolata,EN,não
MYRTACEAE,Myrceugenia franciscensis,EN,não
MYRTACEAE,Myrceugenia gertii,EN,não
MYRTACEAE,Myrceugenia hamoniana,EN,não
MYRTACEAE,Myrceugenia hatschbachii,VU,não
MYRTACEAE,Myrceugenia hoehnei,VU,não
MYRTACEAE,Myrceugenia kleinii,VU,não
MYRTACEAE,Myrcia almasensis,EN,não
MYRTACEAE,Myrcia diaphana,VU,não
MYRTACEAE,Myrcia follii,CR,sim
MYRTACEAE,Myrcia gilsoniana,CR,sim
MYRTACEAE,Myrcia hexasticha,EN,não
MYRTACEAE,Myrcia isaiana,EN,sim
MYRTACEAE,Myrcia limae,EN,não
MYRTACEAE,Myrcia lineata,EN,não
MYRTACEAE,Myrcia magnifolia,CR,não
MYRTACEAE,Myrcia neocambessedeana,CR,não
MYRTACEAE,Myrcia riodocensis,CR,não
MYRTACEAE,Myrcia rupicola,EN,não
MYRTACEAE,Myrciaria plinioides,VU,não
MYRTACEAE,Neomitranthes amblymitra,VU,não
MYRTACEAE,Neomitranthes cordifolia,VU,não
MYRTACEAE,Neomitranthes gracilis,EN,não
MYRTACEAE,Neomitranthes langsdorffii,EN,não
MYRTACEAE,Neomitranthes obtusa,EN,não
MYRTACEAE,Neomitranthes pedicellata,EN,sim
MYRTACEAE,Neomitranthes sctictophylla,EN,não
MYRTACEAE,Plinia callosa,EN,sim
MYRTACEAE,Plinia complanata,EN,não
MYRTACEAE,Plinia edulis,VU,não
MYRTACEAE,Plinia hatschbachii,EN,sim
MYRTACEAE,Plinia ilhensis,EN,sim
MYRTACEAE,Plinia muricata,EN,não
MYRTACEAE,Plinia rara,EN,sim
MYRTACEAE,Plinia renatiana,EN,sim
MYRTACEAE,Psidium giganteum,EN,não
MYRTACEAE,Psidium reptans,EN,não
MYRTACEAE,Siphoneugena kuhlmannii,VU,não
OCHNACEAE,Luxemburgia angustifolia,VU,não
OCHNACEAE,Luxemburgia corymbosa,VU,não
OCHNACEAE,Luxemburgia flexuosa,VU,não
OCHNACEAE,Ouratea hatschbachii,EN,não
OCHNACEAE,Sauvagesia nitida,VU,não
OLEACEAE,Chionanthus fluminensis,CR,não
OLEACEAE,Chionanthus subsessilis,VU,sim
OLEACEAE,Chionanthus tenuis,CR,não
ORCHIDACEAE,Acianthera adiri,CR,não
ORCHIDACEAE,Acianthera heringeri,CR,não
ORCHIDACEAE,Acianthera langeana,EN,não
ORCHIDACEAE,Acianthera papillosa,VU,não
ORCHIDACEAE,Adamantinia miltonioides,CR,não
ORCHIDACEAE,Alatiglossum croesus,CR,não
ORCHIDACEAE,Anathallis colnagoi,CR,não
ORCHIDACEAE,Anathallis gehrtii,VU,não
ORCHIDACEAE,Anathallis pabstii,EN,não
ORCHIDACEAE,Anathallis tigridens,VU,não
ORCHIDACEAE,Baptistonia kautskyi,EN,não
ORCHIDACEAE,Baptistonia truncata,CR,não
ORCHIDACEAE,Barbosella trilobata,EN,não
ORCHIDACEAE,Bifrenaria silvana,CR,não
ORCHIDACEAE,Bifrenaria wittigii,EN,não
ORCHIDACEAE,Bipinnula biplumata,CR,não
ORCHIDACEAE,Bipinnula penicillata,EN,não
ORCHIDACEAE,Brachionidium restrepioides,VU,não
ORCHIDACEAE,Brachystele camporum,VU,não
ORCHIDACEAE,Brasilaelia crispa,VU,não
ORCHIDACEAE,Brasilaelia grandis,VU,não
ORCHIDACEAE,Brasilaelia lobata,EN,não
ORCHIDACEAE,Brasilaelia perrinii,VU,sim
ORCHIDACEAE,Brasilaelia purpurata,VU,não
ORCHIDACEAE,Brasilaelia tenebrosa,EN,sim
ORCHIDACEAE,Brasilaelia xanthina,EN,sim
ORCHIDACEAE,Brasilidium marshallianum,CR,não
ORCHIDACEAE,Brasilidium pectorale,CR,não
ORCHIDACEAE,Brasiliorchis schunkeana,EN,não
ORCHIDACEAE,Brassia arachnoidea,VU,não
ORCHIDACEAE,Bulbophyllum arianeae,CR,não
ORCHIDACEAE,Bulbophyllum boudetianum,EN,não
ORCHIDACEAE,Bulbophyllum kautskyi,VU,não
ORCHIDACEAE,Campylocentrum pernambucense,EN,sim
ORCHIDACEAE,Catasetum mattosianum,EN,não
ORCHIDACEAE,Cattleya aclandiae,VU,não
ORCHIDACEAE,Cattleya dormaniana,EN,sim
ORCHIDACEAE,Cattleya granulosa,VU,sim
ORCHIDACEAE,Cattleya guttata,VU,não
ORCHIDACEAE,Cattleya harrisoniana,VU,não
ORCHIDACEAE,Cattleya intermedia,VU,não
ORCHIDACEAE,Cattleya labiata,VU,sim
ORCHIDACEAE,Cattleya porphyroglossa,CR,não
ORCHIDACEAE,Cattleya schilleriana,EN,sim
ORCHIDACEAE,Cattleya schofieldiana,CR,não
ORCHIDACEAE,Cattleya tenuis,EN,sim
ORCHIDACEAE,Cattleya tigrina,VU,não
ORCHIDACEAE,Cattleya velutina,VU,sim
ORCHIDACEAE,Cattleya walkeriana,VU,não
ORCHIDACEAE,Cattleya warneri,VU,sim
ORCHIDACEAE,Centroglossa castellensis,CR,não
ORCHIDACEAE,Chloraea membranacea,EN,não
ORCHIDACEAE,Cirrhaea fuscolutea,EN,não
ORCHIDACEAE,Cirrhaea loddigesii,CR,não
ORCHIDACEAE,Cirrhaea longiracemosa,VU,não
ORCHIDACEAE,Cleistes aphylla,EN,não
ORCHIDACEAE,Codonorchis canisioi,CR,não
ORCHIDACEAE,Constantia cipoensis,CR,sim
ORCHIDACEAE,Coppensia macronyx,VU,não
ORCHIDACEAE,Coppensia majevskyi,EN,não
ORCHIDACEAE,Cyclopogon dutrae,EN,não
ORCHIDACEAE,Cycnoches pentadactylum,EN,não
ORCHIDACEAE,Cyrtopodium caiapoense,VU,não
ORCHIDACEAE,Cyrtopodium hatschbachii,EN,não
ORCHIDACEAE,Cyrtopodium lamellaticallosum,CR,não
ORCHIDACEAE,Cyrtopodium latifolium,CR,não
ORCHIDACEAE,Cyrtopodium linearifolium,CR,não
ORCHIDACEAE,Cyrtopodium lissochiloides,VU,não
ORCHIDACEAE,Cyrtopodium palmifrons,VU,não
ORCHIDACEAE,Cyrtopodium poecilum,EN,não
ORCHIDACEAE,Cyrtopodium triste,VU,não
ORCHIDACEAE,Dichaea mosenii,VU,não
ORCHIDACEAE,Dryadella auriculigera,CR,não
ORCHIDACEAE,Dryadella lilliputiana,VU,não
ORCHIDACEAE,Dryadella susanae,CR,não
ORCHIDACEAE,Dungsia harpophylla,VU,não
ORCHIDACEAE,Dungsia kautskyi,CR,sim
ORCHIDACEAE,Encyclia bragancae,EN,não
ORCHIDACEAE,Epidendrum addae,VU,não
ORCHIDACEAE,Epidendrum ecostatum,VU,não
ORCHIDACEAE,Epidendrum henschenii,EN,não
ORCHIDACEAE,Epidendrum robustum,VU,não
ORCHIDACEAE,Epidendrum zappii,EN,não
ORCHIDACEAE,Grandiphyllum divaricatum,VU,não
ORCHIDACEAE,Grandiphyllum hians,VU,não
ORCHIDACEAE,Grobya cipoensis,CR,não
ORCHIDACEAE,Grobya fascifera,VU,não
ORCHIDACEAE,Habenaria achalensis,VU,não
ORCHIDACEAE,Habenaria brachyplectron,CR,não
ORCHIDACEAE,Habenaria ernestulei,EN,não
ORCHIDACEAE,Habenaria galeandriformis,CR,não
ORCHIDACEAE,Habenaria itaculumia,CR,sim
ORCHIDACEAE,Habenaria novaesii,CR,não
ORCHIDACEAE,Habenaria piraquarensis,EN,não
ORCHIDACEAE,Hadrolaelia alaori,CR,não
ORCHIDACEAE,Hadrolaelia brevipedunculata,VU,sim
ORCHIDACEAE,Hadrolaelia jongheana,EN,sim
ORCHIDACEAE,Hadrolaelia pumila,VU,não
ORCHIDACEAE,Hadrolaelia pygmaea,EN,não
ORCHIDACEAE,Hadrolaelia sincorana,EN,não
ORCHIDACEAE,Hadrolaelia wittigiana,EN,não
ORCHIDACEAE,Hoehneella heloisae,CR,sim
ORCHIDACEAE,Hoffmannseggella briegeri,EN,não
ORCHIDACEAE,Hoffmannseggella caulescens,EN,não
ORCHIDACEAE,Hoffmannseggella endsfeldzii,CR,sim
ORCHIDACEAE,Hoffmannseggella ghillanyi,EN,não
ORCHIDACEAE,Hoffmannseggella gloedeniana,CR,não
ORCHIDACEAE,Hoffmannseggella kautskyana,CR,não
ORCHIDACEAE,Hoffmannseggella milleri,CR,não
ORCHIDACEAE,Hoffmannseggella mixta,EN,não
ORCHIDACEAE,Hoffmannseggella munchowiana,CR,não
ORCHIDACEAE,Houlletia brocklehurstiana,EN,não
ORCHIDACEAE,Isabelia virginalis,VU,não
ORCHIDACEAE,Lophiaris schwambachiae,VU,não
ORCHIDACEAE,Malaxis jaraguae,VU,não
ORCHIDACEAE,Masdevallia discoidea,CR,não
ORCHIDACEAE,Miltonia kayasimae,CR,não
ORCHIDACEAE,Myoxanthus ruschii,CR,não
ORCHIDACEAE,Myoxanthus seidelii,CR,não
ORCHIDACEAE,Neogardneria murrayana,EN,não
ORCHIDACEAE,Notylia microchila,EN,não
ORCHIDACEAE,Octomeria alexandri,EN,não
ORCHIDACEAE,Octomeria chamaeleptotes,VU,não
ORCHIDACEAE,Octomeria geraensis,VU,não
ORCHIDACEAE,Octomeria hatschbachii,VU,não
ORCHIDACEAE,Octomeria hoehnei,EN,não
ORCHIDACEAE,Octomeria lichenicola,EN,não
ORCHIDACEAE,Octomeria truncicola,VU,não
ORCHIDACEAE,Octomeria wawrae,EN,não
ORCHIDACEAE,Octomeria wilsoniana,CR,não
ORCHIDACEAE,Pabstia jugosa,EN,não
ORCHIDACEAE,Pabstia schunkiana,CR,sim
ORCHIDACEAE,Pabstiella bacillaris,EN,não
ORCHIDACEAE,Pabstiella carinifera,VU,não
ORCHIDACEAE,Pabstiella castellensis,CR,não
ORCHIDACEAE,Pabstiella conspersa,EN,não
ORCHIDACEAE,Pabstiella garayi,CR,não
ORCHIDACEAE,Pabstiella lingua,EN,não
ORCHIDACEAE,Pabstiella ruschii,CR,não
ORCHIDACEAE,Phragmipedium vittatum,VU,sim
ORCHIDACEAE,Phymatidium geiselii,EN,não
ORCHIDACEAE,Phymatidium glaziovii,VU,não
ORCHIDACEAE,Phymatidium vogelii,VU,não
ORCHIDACEAE,Polystachya rupicola,CR,não
ORCHIDACEAE,Pseudolaelia brejetubensis,CR,não
ORCHIDACEAE,Pseudolaelia canaanensis,VU,não
ORCHIDACEAE,Pseudolaelia cipoensis,CR,sim
ORCHIDACEAE,Pseudolaelia citrina,EN,sim
ORCHIDACEAE,Pseudolaelia dutrae,VU,não
ORCHIDACEAE,Pteroglossa hilariana,EN,não
ORCHIDACEAE,Rauhiella silvana,EN,não
ORCHIDACEAE,Sarcoglottis alexandri,EN,não
ORCHIDACEAE,Saundersia mirabilis,EN,não
ORCHIDACEAE,Saundersia paniculata,VU,não
ORCHIDACEAE,Scuticaria irwiniana,EN,não
ORCHIDACEAE,Scuticaria itirapinensis,CR,sim
ORCHIDACEAE,Scuticaria kautskyi,CR,não
ORCHIDACEAE,Scuticaria strictifolia,EN,não
ORCHIDACEAE,Specklinia gomesferreirae,CR,não
ORCHIDACEAE,Stigmatosema hatschbachii,CR,não
ORCHIDACEAE,Thelyschista ghillanyi,VU,sim
ORCHIDACEAE,Thysanoglossa jordanensis,EN,não
ORCHIDACEAE,Trichopilia santoslimae,CR,não
ORCHIDACEAE,Vanilla dietschiana,VU,não
ORCHIDACEAE,Vanilla dubia,EN,não
ORCHIDACEAE,Zygopetalum pabstii,EN,não
ORCHIDACEAE,Zygostates kuhlmannii,EN,não
ORCHIDACEAE,Zygostates linearisepala,CR,não
OROBANCHACEAE,Agalinis bandeirensis,CR,não
OROBANCHACEAE,Agalinis brachyphylla,VU,não
OROBANCHACEAE,Agalinis itambensis,EN,não
OROBANCHACEAE,Agalinis nana,EN,não
OROBANCHACEAE,Agalinis ramulifera,EN,não
OROBANCHACEAE,Agalinis schwackeana,CR,não
OROBANCHACEAE,Esterhazya caesarea,VU,não
OROBANCHACEAE,Magdalenaea limae,CR,sim
OROBANCHACEAE,Nothochilus coccineus,EN,sim
OXALIDACEAE,Oxalis arachnoidea,CR,não
OXALIDACEAE,Oxalis bela-vitoriae,CR,não
OXALIDACEAE,Oxalis blackii,CR,não
OXALIDACEAE,Oxalis clausenii,CR,não
OXALIDACEAE,Oxalis diamantinae,CR,não
OXALIDACEAE,Oxalis doceana,CR,não
OXALIDACEAE,Oxalis hyalotricha,EN,não
OXALIDACEAE,Oxalis impatiens,EN,não
OXALIDACEAE,Oxalis kuhlmannii,CR,não
OXALIDACEAE,Oxalis mandioccana,VU,não
OXALIDACEAE,Oxalis paranaensis,CR,não
OXALIDACEAE,Oxalis praetexta,EN,não
PALLAVICINIACEAE,Jensenia difformis,EN,não
PASSIFLORACEAE,Passiflora hatschbachii,EN,sim
PASSIFLORACEAE,Passiflora imbeana,EN,sim
PASSIFLORACEAE,Passiflora ischnoclada,CR,sim
PASSIFLORACEAE,Passiflora margaritae,EN,sim
PASSIFLORACEAE,Passiflora setulosa,EN,não
PASSIFLORACEAE,Passiflora urubiciensis,EN,não
PENTAPHYLACACEAE,Ternstroemia cuneifolia,VU,não
PHYLLANTHACEAE,Phyllanthus gladiatus,VU,não
PHYTOLACCACEAE,Microtea bahiensis,EN,sim
PHYTOLACCACEAE,Microtea papilosa,VU,não
PICRAMNIACEAE,Picramnia coccinea,EN,sim
PIPERACEAE,Peperomia cordigera,VU,não
PIPERACEAE,Peperomia gracilis,EN,não
PIPERACEAE,Peperomia guarujana,CR,não
PIPERACEAE,Peperomia hemmendorffii,EN,não
PIPERACEAE,Peperomia itatiaiana,EN,não
PIPERACEAE,Peperomia loefgrenii,EN,não
PIPERACEAE,Peperomia rostulatiformis,EN,não
PIPERACEAE,Peperomia rufispica,CR,não
PIPERACEAE,Peperomia suboppositifolia,EN,não
PIPERACEAE,Piper amparoense,EN,não
PIPERACEAE,Piper anostachyum,EN,não
PIPERACEAE,Piper barretoi,EN,não
PIPERACEAE,Piper bennettianum,VU,não
PIPERACEAE,Piper carautensei,EN,não
PIPERACEAE,Piper casteloense,EN,não
PIPERACEAE,Piper duartei,VU,não
PIPERACEAE,Piper edwallii,EN,não
PIPERACEAE,Piper hatschbachii,CR,não
PIPERACEAE,Piper hoehnei,EN,não
PIPERACEAE,Piper juliflorum,EN,não
PIPERACEAE,Piper kuhlmannii,VU,não
PIPERACEAE,Piper laevicarpum,EN,não
PIPERACEAE,Piper loefgrenii,VU,não
PIPERACEAE,Piper oblancifolium,EN,não
PIPERACEAE,Piper piritubanum,EN,não
PIPERACEAE,Piper rioense,EN,não
PIPERACEAE,Piper sampaioi,CR,não
PIPERACEAE,Piper scabrellum,EN,não
PLAGIOCHILACEAE,Plagiochila boryana,EN,sim
PLANTAGINACEAE,Achetaria caparaoense,CR,não
PLANTAGINACEAE,Achetaria latifolia,CR,não
PLANTAGINACEAE,Angelonia alternifolia,CR,sim
PLANTAGINACEAE,Bacopa cochlearia,EN,não
PLANTAGINACEAE,Ildefonsia bibracteata,CR,sim
PLANTAGINACEAE,Plantago turficola,EN,não
PLANTAGINACEAE,Stemodia harleyi,VU,não
PLANTAGINACEAE,Stemodia hyptoides,VU,não
POACEAE,Agrostis lenis,VU,não
POACEAE,Agrostis longiberbis,EN,não
POACEAE,Altoparadisium chapadense,CR,não
POACEAE,Andropogon glaucophyllus,EN,não
POACEAE,Anomochloa marantoidea,EN,sim
POACEAE,Anthaenantiopsis fiebrigii,CR,não
POACEAE,Apoclada simplex,EN,não
POACEAE,Aristida brasiliensis,EN,não
POACEAE,Aristida constricta,CR,não
POACEAE,Arthropogon xerachne,CR,não
POACEAE,Arundinella deppeana,VU,não
POACEAE,Axonopus carajasensis,EN,sim
POACEAE,Axonopus fastigiatus,VU,não
POACEAE,Axonopus hydrolithicus,CR,não
POACEAE,Axonopus monticola,EN,não
POACEAE,Axonopus ramboi,EN,não
POACEAE,Axonopus uninodis,CR,não
POACEAE,Bothriochloa laguroides,VU,não
POACEAE,Bromidium ramboi,CR,não
POACEAE,Cambajuva ulei,EN,não
POACEAE,Canastra lanceolata,CR,não
POACEAE,Chascolytrum brasiliense,EN,não
POACEAE,Chascolytrum bulbosum,CR,não
POACEAE,Chascolytrum itatiaiae,EN,não
POACEAE,Chascolytrum parodianum,CR,não
POACEAE,Chascolytrum scabrum,EN,não
POACEAE,Chusquea attenuata,EN,não
POACEAE,Chusquea baculifera,CR,não
POACEAE,Chusquea erecta,EN,não
POACEAE,Chusquea heterophylla,EN,não
POACEAE,Chusquea pulchella,EN,sim
POACEAE,Chusquea tenuiglumis,CR,não
POACEAE,Colanthelia macrostachya,EN,não
POACEAE,Danthonia cirrata,EN,não
POACEAE,Deschampsia caespitosa,EN,não
POACEAE,Diandrolyra tatianae,EN,não
POACEAE,Digitaria neesiana,EN,não
POACEAE,Glaziophyton mirabile,EN,sim
POACEAE,Gymnopogon doellii,CR,sim
POACEAE,Leersia ligularis,VU,não
POACEAE,Lithachne horizontalis,EN,não
POACEAE,Luziola brasiliensis,VU,não
POACEAE,Melica arzivencoi,EN,não
POACEAE,Merostachys abadiana,CR,não
POACEAE,Merostachys burmanii,EN,não
POACEAE,Merostachys caucaiana,CR,não
POACEAE,Merostachys scandens,CR,não
POACEAE,Ocellochloa brachystachya,CR,sim
POACEAE,Olyra latispicula,CR,sim
POACEAE,Parianella carvalhoi,CR,não
POACEAE,Paspalum biaristatum,EN,não
POACEAE,Paspalum longiaristatum,EN,não
POACEAE,Paspalum niquelandiae,EN,não
POACEAE,Paspalum rawitscheri,EN,sim
POACEAE,Paspalum repandum,EN,não
POACEAE,Piptochaetium alpinum,EN,não
POACEAE,Piptochaetium palustre,CR,sim
POACEAE,Poa bradei,EN,não
POACEAE,Poa reitzii,EN,não
POACEAE,Raddia angustifolia,CR,sim
POACEAE,Raddia distichophylla,EN,não
POACEAE,Reitzia smithii,VU,não
POACEAE,Schizachyrium scabriflorum,EN,não
POACEAE,Setaria parviflora,CR,não
POACEAE,Setaria stolonifera,CR,não
POACEAE,Sporobolus apiculatus,EN,não
POACEAE,Sucrea maculata,EN,não
POACEAE,Sucrea sampaiana,EN,sim
POACEAE,Triraphis devia,EN,não
POACEAE,Zizaniopsis bonariensis,EN,não
PODOCARPACEAE,Podocarpus barretoi,CR,não
PODOCARPACEAE,Podocarpus brasiliensis,VU,não
PODOSTEMACEAE,Mourera weddelliana,VU,não
PODOSTEMACEAE,Podostemum ovatum,EN,não
PODOSTEMACEAE,Podostemum rutifolium,VU,não
PODOSTEMACEAE,Podostemum saldanhanum,CR,sim
POLYGALACEAE,Polygala franchetii,EN,sim
POLYGALACEAE,Polygala selaginoides,EN,não
POLYGALACEAE,Polygala stephaniana,EN,não
POLYGALACEAE,Polygala tamariscea,VU,não
POLYPODIACEAE,Alansmia senilis,CR,não
POLYPODIACEAE,Ceradenia capillaris,VU,não
POLYPODIACEAE,Ceradenia glaziovii,EN,não
POLYPODIACEAE,Ceradenia warmingii,CR,sim
POLYPODIACEAE,Grammitis fluminensis,EN,não
POLYPODIACEAE,Lellingeria brasiliensis,VU,não
POLYPODIACEAE,Lellingeria itatimensis,CR,não
POLYPODIACEAE,Lellingeria tamandarei,EN,não
POLYPODIACEAE,Moranopteris perpusilla,EN,não
POLYPODIACEAE,Pecluma hoehnii,CR,não
POLYPODIACEAE,Pecluma imbeana,CR,não
POLYPODIACEAE,Pecluma insularis,CR,não
POLYPODIACEAE,Pleopeltis alborufula,EN,não
POLYPODIACEAE,Pleopeltis monoides,EN,não
POLYPODIACEAE,Pleopeltis trindadensis,CR,não
POLYPODIACEAE,Stenogrammitis limula,CR,não
POLYPODIACEAE,Stenogrammitis pumila,CR,não
POLYPODIACEAE,Terpsichore semihirsuta,EN,sim
POLYPODIACEAE,Terpsichore taxifolia,EN,não
PORTULACACEAE,Portulaca hatschbachii,EN,não
POTTIACEAE,Leptodontium wallisii,VU,sim
PRIMULACEAE,Lysimachia barbata,EN,não
PRIMULACEAE,Lysimachia buxifolia,EN,não
PRIMULACEAE,Myrsine congesta,EN,não
PRIMULACEAE,Myrsine glazioviana,EN,não
PRIMULACEAE,Myrsine villosissima,EN,não
PROTEACEAE,Euplassa cantareirae,EN,não
PROTEACEAE,Euplassa incana,VU,não
PROTEACEAE,Euplassa nebularis,EN,sim
PROTEACEAE,Euplassa semicostata,EN,não
PROTEACEAE,Panopsis multiflora,EN,não
PROTEACEAE,Roupala asplenioides,EN,não
PROTEACEAE,Roupala sculpta,VU,não
PTERIDACEAE,Adiantum diphyllum,CR,sim
PTERIDACEAE,Adiantum discolor,EN,não
PTERIDACEAE,Adiantum mynsseniae,EN,não
PTERIDACEAE,Adiantum papillosum,EN,não
PTERIDACEAE,Adiantum tetragonum,EN,não
PTERIDACEAE,Cheilanthes incisa,EN,sim
PTERIDACEAE,Cheilanthes juergensii,EN,não
PTERIDACEAE,Cheilanthes regnelliana,EN,não
PTERIDACEAE,Doryopteris itatiaiensis,EN,não
PTERIDACEAE,Doryopteris paradoxa,VU,não
PTERIDACEAE,Doryopteris quinquelobata,CR,não
PTERIDACEAE,Doryopteris rediviva,VU,não
PTERIDACEAE,Doryopteris rosenstockii,EN,não
PTERIDACEAE,Doryopteris rufa,EN,não
PTERIDACEAE,Doryopteris subsimplex,EN,não
PTERIDACEAE,Doryopteris tijucana,EN,não
PTERIDACEAE,Doryopteris trilobata,EN,não
PTERIDACEAE,Jamesonia biardii,EN,não
PTERIDACEAE,Jamesonia brasiliensis,EN,não
PTERIDACEAE,Jamesonia cheilanthoides,EN,não
PTERIDACEAE,Jamesonia insignis,EN,não
PTERIDACEAE,Jamesonia rufescens,CR,sim
PTERIDACEAE,Pellaea cymbiformis,EN,não
PTERIDACEAE,Pellaea gleichenioides,EN,sim
PTERIDACEAE,Pteris congesta,EN,não
PTERIDACEAE,Pteris limae,CR,não
QUILLAJACEAE,Quillaja brasiliensis,EN,não
RHAMNACEAE,Colletia exserta,EN,não
RHAMNACEAE,Colletia paradoxa,EN,não
RHAMNACEAE,Condalia buxifolia,EN,não
RHAMNACEAE,Discaria americana,VU,não
RHAMNACEAE,Gouania corylifolia,VU,não
RHAMNACEAE,Gouania inornata,EN,não
RHAMNACEAE,Rhamnidium glabrum,VU,não
RHAMNACEAE,Scutia arenicola,EN,não
RICCIACEAE,Riccia ridleyi,CR,sim
RUBIACEAE,Alseis involuta,VU,não
RUBIACEAE,Bradea anomala,CR,não
RUBIACEAE,Bradea bicornuta,CR,não
RUBIACEAE,Bradea montana,CR,não
RUBIACEAE,Carapichea ipecacuanha,VU,não
RUBIACEAE,Chomelia modesta,CR,não
RUBIACEAE,Coussarea bocainae,EN,não
RUBIACEAE,Erithalis insularis,CR,sim
RUBIACEAE,Faramea bahiensis,VU,sim
RUBIACEAE,Faramea paratiensis,EN,não
RUBIACEAE,Galianthe elegans,VU,não
RUBIACEAE,Galianthe souzae,EN,sim
RUBIACEAE,Galianthe vaginata,EN,não
RUBIACEAE,Galium diphyllum,CR,não
RUBIACEAE,Galium rubidiflorum,CR,não
RUBIACEAE,Galium shepherdii,CR,não
RUBIACEAE,Guettarda paludosa,CR,não
RUBIACEAE,Hindsia glabra,EN,sim
RUBIACEAE,Hindsia ibitipocensis,CR,sim
RUBIACEAE,Manettia campanulacea,CR,não
RUBIACEAE,Manettia pauciflora,EN,não
RUBIACEAE,Melanopsidium nigrum,VU,sim
RUBIACEAE,Mitracarpus anthospermoides,EN,não
RUBIACEAE,Mitracarpus eritrichoides,EN,não
RUBIACEAE,Mitracarpus rigidifolius,VU,sim
RUBIACEAE,Pagamea harleyi,VU,não
RUBIACEAE,Palicourea fulgens,VU,não
RUBIACEAE,Psychotria loefgrenii,EN,não
RUBIACEAE,Psychotria microcarpa,EN,não
RUBIACEAE,Psychotria paludosa,EN,não
RUBIACEAE,Richardia schumannii,EN,não
RUBIACEAE,Riodocea pulcherrima,EN,não
RUBIACEAE,Rudgea coronata,CR,não
RUBIACEAE,Rudgea corymbulosa,EN,não
RUBIACEAE,Rudgea crassifolia,VU,não
RUBIACEAE,Rudgea erythrocarpa,EN,não
RUBIACEAE,Rudgea insignis,VU,não
RUBIACEAE,Rudgea jasminoides,VU,não
RUBIACEAE,Rudgea macrophylla,EN,sim
RUBIACEAE,Rudgea pachyphylla,EN,sim
RUBIACEAE,Rudgea parquioides,CR,não
RUBIACEAE,Rudgea parquioides,EN,não
RUBIACEAE,Rudgea parvifolia,VU,sim
RUBIACEAE,Rudgea sessilis,EN,não
RUBIACEAE,Rudgea umbrosa,VU,não
RUBIACEAE,Rustia angustifolia,EN,não
RUBIACEAE,Simira grazielae,EN,não
RUBIACEAE,Simira hatschbachiorum,EN,não
RUBIACEAE,Staelia hatschbachii,EN,sim
RUBIACEAE,Standleya kuhlmanni,EN,não
RUTACEAE,Almeidea coerulea,EN,sim
RUTACEAE,Andreadoxa flava,CR,não
RUTACEAE,Conchocarpus bellus,CR,sim
RUTACEAE,Conchocarpus cauliflorus,CR,não
RUTACEAE,Conchocarpus marginatus,CR,não
RUTACEAE,Esenbeckia irwiniana,EN,não
RUTACEAE,Euxylophora paraensis,CR,sim
RUTACEAE,Galipea carinata,CR,não
RUTACEAE,Metrodorea maracasana,VU,sim
RUTACEAE,Nycticalanthus speciosus,CR,sim
RUTACEAE,Pilocarpus alatus,VU,sim
